Customer_ID,Customer_Name,Gender,Age,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Type,Employer_Name,Annual_Income,Income_Group,Customer_Segment,Account_Type,Existing_Loans,Dependents,Credit_Card_Holder,Years_With_Bank,Customer_Status,Join_Date
CUST12300,Qabil Raja,Male,52,1973-09-28,Married,High School,Business Owner,Business,"Dara, Sachar and Chowdhury",2117989,Premium,Corporate,Savings,3,3,Yes,21,Active,2005-07-29
CUST12301,Dakshesh Nayar,Male,26,1999-11-01,Single,Graduate,Engineer,Salaried,Mistry-Narayanan,723094,Middle,Gold,Savings,3,0,No,8,Active,2018-07-26
CUST12302,Ryan Bhargava,Male,45,1980-12-15,Single,Post Graduate,Self-Employed,Self-Employed,Ramaswamy PLC,1521583,High,Platinum,Savings,3,3,Yes,25,Active,2001-07-30
CUST12303,Faraj Setty,Male,50,1976-03-18,Single,Graduate,Doctor,Salaried,Bava Group,2076691,Premium,Corporate,Savings,4,0,Yes,10,Active,2016-07-26
CUST12304,Tripti Ratti,Female,57,1969-03-18,Married,Graduate,Teacher,Salaried,Narain-Dewan,413102,Low,Retail,Salary,2,4,Yes,15,Inactive,2011-07-28
CUST12305,Noah Ramachandran,Male,66,1960-06-19,Married,Graduate,Self-Employed,Self-Employed,Pant Group,996591,Middle,Gold,Current,0,2,No,12,Active,2014-07-27
CUST12306,Reyansh Ravi,Male,38,1988-07-30,Married,High School,Government Employee,Government,Lala LLC,702260,Middle,Gold,Premium,1,1,No,20,Active,2006-07-29
CUST12307,Jalsa Aurora,Female,50,1976-01-11,Married,Post Graduate,Business Owner,Business,Choudhury-Shan,3073263,Premium,Corporate,Savings,2,1,Yes,22,Active,2004-07-29
CUST12308,Simon Oak,Male,59,1966-10-06,Married,Post Graduate,IT Professional,Salaried,"Maharaj, Varghese and Parikh",992496,Middle,Gold,Premium,0,0,No,9,Inactive,2017-07-26
CUST12309,Ishwar Dutt,Male,57,1969-02-19,Married,Graduate,Business Owner,Business,"Pathak, Shukla and Dhaliwal",2128131,Premium,Corporate,Savings,3,5,No,20,Inactive,2006-07-29
CUST12310,Charvi Devan,Female,25,2001-04-21,Single,High School,IT Professional,Salaried,Radhakrishnan and Sons,957272,Middle,Gold,Current,0,2,Yes,7,Active,2019-07-26
CUST12311,Chandresh Bains,Male,29,1996-09-15,Married,Diploma,Student,Salaried,"Kumar, Kunda and Ganesan",153558,Low,Retail,Premium,1,5,Yes,1,Active,2025-07-24
CUST12312,Ishani Ramanathan,Female,36,1990-01-05,Married,Graduate,Retired,Salaried,Sarin-D’Alia,451528,Low,Retail,Savings,0,1,No,11,Active,2015-07-27
CUST12313,Nachiket Sharma,Male,57,1968-12-17,Married,High School,IT Professional,Salaried,Sharma Inc,877672,Middle,Gold,Salary,0,5,Yes,7,Active,2019-07-26
CUST12314,Dipta Shankar,Female,46,1979-11-21,Single,Graduate,Student,Salaried,"Arya, Sundaram and Basak",215931,Low,Retail,Current,1,1,No,5,Active,2021-07-25
CUST12315,Madhav Ranganathan,Male,53,1972-08-09,Married,Post Graduate,Government Employee,Government,"Korpal, Prabhakar and Khatri",610751,Middle,Gold,Savings,1,4,No,21,Active,2005-07-29
CUST12316,Harrison Jaggi,Male,70,1956-05-11,Married,Post Graduate,Doctor,Salaried,"More, Sha and Hari",2269358,Premium,Corporate,Current,3,4,Yes,9,Active,2017-07-26
CUST12317,Amruta Kalla,Female,48,1977-12-26,Married,PhD,Teacher,Salaried,"Mann, Tak and Rana",585255,Middle,Gold,Savings,0,0,No,15,Active,2011-07-28
CUST12318,Rayaan Nayak,Male,37,1988-09-27,Married,Graduate,Teacher,Salaried,"Handa, Chokshi and Patla",549283,Middle,Gold,Savings,0,1,No,19,Active,2007-07-29
CUST12319,Vaishnavi Dara,Female,29,1997-07-21,Married,Graduate,IT Professional,Salaried,Kakar Inc,830600,Middle,Gold,Premium,0,1,No,11,Active,2015-07-27
CUST12320,Harsh Bhandari,Male,70,1955-09-21,Married,High School,Business Owner,Business,Saxena Ltd,1888820,High,Platinum,Savings,0,5,No,25,Active,2001-07-30
CUST12321,Vedant Raval,Male,68,1958-01-11,Married,Post Graduate,IT Professional,Salaried,Rana PLC,1090313,High,Platinum,Current,3,5,No,20,Active,2006-07-29
CUST12322,Warhi Dar,Female,43,1982-12-26,Married,Diploma,Retired,Salaried,Wagle Inc,418678,Low,Retail,Savings,2,0,No,13,Active,2013-07-27
CUST12323,Henry Bhardwaj,Male,49,1977-05-17,Single,High School,Self-Employed,Self-Employed,"Gole, Das and Chaudhari",1223254,High,Platinum,Savings,2,1,Yes,4,Active,2022-07-25
CUST12324,Pushti Apte,Female,50,1976-02-24,Married,Diploma,Engineer,Salaried,Ram Group,681549,Middle,Gold,Savings,0,0,No,3,Active,2023-07-25
CUST12325,Hardik Bahri,Male,28,1998-01-27,Single,High School,Student,Salaried,Sur-Rau,251883,Low,Retail,Savings,1,1,Yes,10,Active,2016-07-26
CUST12326,Gautami Gola,Female,35,1991-07-26,Married,PhD,Self-Employed,Self-Employed,Parekh PLC,1492361,High,Platinum,Salary,2,4,Yes,17,Active,2009-07-28
CUST12327,Jason Samra,Male,65,1960-09-15,Married,High School,IT Professional,Salaried,Salvi Inc,1184342,High,Platinum,Savings,1,4,Yes,14,Active,2012-07-27
CUST12328,Abdul Banerjee,Male,38,1988-04-07,Single,Post Graduate,Engineer,Salaried,"Ghosh, Barman and Seth",906777,Middle,Gold,Salary,1,2,No,10,Active,2016-07-26
CUST12329,Odika Mammen,Female,54,1971-10-08,Married,Graduate,Student,Salaried,Rama-Keer,200138,Low,Retail,Salary,3,4,Yes,5,Active,2021-07-25
CUST12330,Nikita Prashad,Female,27,1999-07-13,Single,Graduate,Teacher,Salaried,"Malhotra, Misra and Hari",591607,Middle,Gold,Savings,2,1,Yes,9,Active,2017-07-26
CUST12331,Mitesh Merchant,Male,60,1965-12-05,Married,Graduate,Business Owner,Business,Mani-Basu,2866797,Premium,Corporate,Savings,0,3,No,14,Active,2012-07-27
CUST12332,Dev Kota,Male,49,1976-12-28,Single,PhD,Teacher,Salaried,"Rattan, Goswami and Sant",644105,Middle,Gold,Savings,1,2,No,4,Active,2022-07-25
CUST12333,Joshua Singh,Male,64,1962-02-12,Married,Diploma,Self-Employed,Self-Employed,Jha-Lad,1570135,High,Platinum,Savings,0,2,No,8,Active,2018-07-26
CUST12334,Wahab Barad,Male,43,1983-06-07,Married,Diploma,IT Professional,Salaried,Nanda LLC,888305,Middle,Gold,Salary,1,2,No,2,Active,2024-07-24
CUST12335,Dev Sood,Male,43,1982-09-04,Married,Diploma,Business Owner,Business,Gade Group,2343175,Premium,Corporate,Premium,0,5,No,19,Active,2007-07-29
CUST12336,Ekanta Bansal,Female,38,1987-11-04,Married,Post Graduate,Retired,Salaried,"Wali, Raja and Naik",610018,Middle,Gold,Savings,2,3,Yes,8,Active,2018-07-26
CUST12337,Bishakha Deshpande,Female,44,1981-11-21,Single,Diploma,Student,Salaried,"Trivedi, Parekh and Shenoy",169811,Low,Retail,Salary,4,1,No,6,Active,2020-07-25
CUST12338,Pranit Chahal,Male,63,1963-07-30,Single,Graduate,Banker,Salaried,Deol Ltd,744128,Middle,Gold,Savings,0,5,No,7,Active,2019-07-26
CUST12339,Vihaan Mand,Male,45,1981-07-17,Married,Graduate,IT Professional,Salaried,Sinha-More,1256311,High,Platinum,Savings,3,2,Yes,22,Active,2004-07-29
CUST12340,Adweta Sethi,Female,45,1981-04-16,Married,High School,Government Employee,Government,Bath-Sahni,752127,Middle,Gold,Savings,0,3,Yes,21,Active,2005-07-29
CUST12341,Hitesh Bir,Male,54,1972-05-22,Married,PhD,IT Professional,Salaried,Shanker-Jaggi,1041932,High,Platinum,Premium,2,5,Yes,25,Active,2001-07-30
CUST12342,Amol Garg,Male,57,1968-12-21,Married,High School,IT Professional,Salaried,Gour and Sons,998457,Middle,Gold,Salary,1,5,Yes,13,Active,2013-07-27
CUST12343,Ekalinga Dhingra,Male,60,1966-04-27,Married,Graduate,Government Employee,Government,Sarma Inc,816247,Middle,Gold,Salary,0,5,No,16,Active,2010-07-28
CUST12344,Jai Chhabra,Male,58,1967-09-22,Single,Graduate,Teacher,Salaried,"Misra, Venkataraman and Kunda",496132,Low,Retail,Savings,0,5,Yes,21,Active,2005-07-29
CUST12345,Rachit Rajagopal,Male,24,2002-02-27,Single,Diploma,Engineer,Salaried,Kapur-Bail,1054540,High,Platinum,Salary,0,0,Yes,6,Active,2020-07-25
CUST12346,Devansh Tank,Male,23,2003-04-15,Single,High School,Teacher,Salaried,Grewal-Hegde,405345,Low,Retail,Savings,3,4,Yes,3,Active,2023-07-25
CUST12347,Hitesh Rajagopal,Male,40,1986-03-11,Married,Graduate,Self-Employed,Self-Employed,"Kara, Tailor and Kata",1070044,High,Platinum,Salary,0,5,Yes,12,Active,2014-07-27
CUST12348,Abhimanyu Pant,Male,21,2004-10-18,Single,High School,IT Professional,Salaried,Ravi-Garde,1259333,High,Platinum,Savings,1,4,Yes,3,Active,2023-07-25
CUST12349,Krishna Jhaveri,Female,33,1992-11-17,Married,High School,Teacher,Salaried,Sane Inc,417837,Low,Retail,Savings,2,0,Yes,15,Active,2011-07-28
CUST12350,Pooja Chowdhury,Female,52,1974-02-20,Single,Graduate,Retired,Salaried,Gulati-Din,491636,Low,Retail,Current,1,1,Yes,14,Active,2012-07-27
CUST12351,Urvi Wason,Female,43,1983-04-01,Married,Post Graduate,IT Professional,Salaried,Oza-Tak,1116261,High,Platinum,Savings,0,4,No,3,Active,2023-07-25
CUST12352,Abhiram Nagi,Male,54,1971-12-23,Single,Post Graduate,Teacher,Salaried,"Pradhan, D’Alia and Kuruvilla",549007,Middle,Gold,Savings,0,2,No,13,Active,2013-07-27
CUST12353,Girish Manda,Male,68,1958-06-18,Married,Graduate,Teacher,Salaried,Ganesan-Rattan,423063,Low,Retail,Current,3,2,Yes,11,Active,2015-07-27
CUST12354,Aahana Brar,Female,54,1972-02-24,Married,Graduate,Self-Employed,Self-Employed,Pillai Inc,1248968,High,Platinum,Salary,3,1,No,1,Active,2025-07-24
CUST12355,Anay Pathak,Male,60,1965-12-07,Married,Post Graduate,Engineer,Salaried,"Sachdeva, Banik and Saha",906982,Middle,Gold,Premium,1,2,Yes,5,Active,2021-07-25
CUST12356,Aadi Narayanan,Male,37,1989-05-23,Married,Post Graduate,Student,Salaried,Jaggi Group,146178,Low,Retail,Salary,0,0,Yes,13,Active,2013-07-27
CUST12357,Chakradhar Guha,Male,42,1984-05-17,Married,Post Graduate,Retired,Salaried,Kale Ltd,457110,Low,Retail,Savings,0,3,No,6,Active,2020-07-25
CUST12358,Edhitha Shetty,Female,32,1993-10-09,Married,Graduate,Business Owner,Business,"Shukla, Hari and Parsa",2846985,Premium,Corporate,Savings,0,5,No,14,Active,2012-07-27
CUST12359,Vasudha Oza,Female,60,1966-01-15,Married,Post Graduate,Government Employee,Government,Suresh-Loyal,901113,Middle,Gold,Savings,1,5,No,18,Active,2008-07-28
CUST12360,Tanay Deshpande,Male,50,1976-01-26,Single,High School,Business Owner,Business,"Halder, Vaidya and Viswanathan",2603686,Premium,Corporate,Current,3,5,No,4,Active,2022-07-25
CUST12361,Mahika Krish,Female,35,1990-09-15,Married,Diploma,Teacher,Salaried,Uppal and Sons,415111,Low,Retail,Savings,2,3,No,17,Active,2009-07-28
CUST12362,Vansha Chandra,Female,55,1971-03-05,Married,Diploma,IT Professional,Salaried,"Chakraborty, Chawla and Issac",1107944,High,Platinum,Savings,2,3,Yes,18,Active,2008-07-28
CUST12363,Bhavya Sabharwal,Female,25,2001-03-16,Single,Graduate,Self-Employed,Self-Employed,"Dewan, Divan and Desai",1085272,High,Platinum,Current,0,0,No,7,Active,2019-07-26
CUST12364,Yochana Gopal,Female,41,1984-09-16,Married,Post Graduate,Government Employee,Government,Naik Inc,692671,Middle,Gold,Premium,0,5,Yes,7,Closed,2019-07-26
CUST12365,Sathvik Srinivas,Male,27,1998-12-10,Single,Diploma,IT Professional,Salaried,"Iyer, Shankar and Verma",1097383,High,Platinum,Savings,0,0,Yes,9,Active,2017-07-26
CUST12366,Daniel Rastogi,Male,43,1983-05-19,Married,Graduate,Self-Employed,Self-Employed,Bandi PLC,1259662,High,Platinum,Savings,2,0,Yes,18,Active,2008-07-28
CUST12367,Ganga Kurian,Female,49,1976-10-27,Single,Diploma,Government Employee,Government,Ramesh-Mangal,924575,Middle,Gold,Savings,0,4,Yes,19,Active,2007-07-29
CUST12368,Manan Borah,Male,31,1995-02-24,Married,Post Graduate,Retired,Salaried,Rattan and Sons,534947,Middle,Gold,Savings,3,0,No,13,Active,2013-07-27
CUST12369,Indrajit Varughese,Male,45,1981-02-07,Married,Graduate,IT Professional,Salaried,Warrior-Dugar,1026586,High,Platinum,Savings,0,4,No,7,Active,2019-07-26
CUST12370,Michael Bhavsar,Male,41,1985-04-07,Single,Graduate,Government Employee,Government,Kaul-Luthra,582503,Middle,Gold,Savings,3,2,Yes,1,Active,2025-07-24
CUST12371,Dalbir Sur,Male,45,1980-12-15,Single,PhD,IT Professional,Salaried,"Mani, Sule and Bhakta",1114449,High,Platinum,Current,3,1,No,6,Inactive,2020-07-25
CUST12372,Ishita Bedi,Female,51,1975-05-30,Married,Diploma,Business Owner,Business,Shah LLC,2041055,Premium,Corporate,Premium,3,5,Yes,22,Active,2004-07-29
CUST12373,Nitara Sha,Female,31,1995-06-10,Married,Diploma,Government Employee,Government,Varkey-Oommen,837764,Middle,Gold,Savings,0,1,No,13,Active,2013-07-27
CUST12374,Qushi Guha,Female,56,1970-02-15,Married,Graduate,Business Owner,Business,"Brahmbhatt, Khosla and Tiwari",1930966,High,Platinum,Salary,0,2,No,20,Active,2006-07-29
CUST12375,Chandran Chandran,Male,55,1971-05-26,Married,Graduate,IT Professional,Salaried,Soman-Talwar,1094045,High,Platinum,Salary,1,3,Yes,16,Active,2010-07-28
CUST12376,Brijesh Rana,Male,27,1998-10-02,Single,PhD,IT Professional,Salaried,Dhillon-Shanker,1237519,High,Platinum,Savings,0,5,Yes,8,Inactive,2018-07-26
CUST12377,Agastya Bajaj,Male,50,1976-04-30,Married,Graduate,Banker,Salaried,Bhandari Inc,964388,Middle,Gold,Premium,1,5,Yes,16,Active,2010-07-28
CUST12378,Nirja Barman,Female,42,1983-08-31,Married,Post Graduate,Self-Employed,Self-Employed,Dhaliwal-Oza,1497011,High,Platinum,Savings,4,3,No,4,Active,2022-07-25
CUST12379,Ojas Brar,Male,49,1977-05-06,Married,Graduate,Engineer,Salaried,"Sinha, Sanghvi and Kurian",1100686,High,Platinum,Savings,0,5,No,25,Active,2001-07-30
CUST12380,Amara Grewal,Female,67,1959-04-02,Single,High School,Self-Employed,Self-Employed,Kannan Inc,1193671,High,Platinum,Salary,1,0,No,6,Active,2020-07-25
CUST12381,Amaira Bhalla,Female,35,1991-06-27,Married,High School,Student,Salaried,Mandal Ltd,245114,Low,Retail,Savings,0,4,Yes,9,Active,2017-07-26
CUST12382,Aditya Parsa,Male,47,1978-08-24,Married,High School,Engineer,Salaried,Iyer-Bhagat,1186502,High,Platinum,Current,3,4,Yes,7,Active,2019-07-26
CUST12383,Ekapad Bala,Male,67,1959-06-11,Married,Post Graduate,Government Employee,Government,Shukla-Prasad,641790,Middle,Gold,Premium,3,1,Yes,13,Active,2013-07-27
CUST12384,Adweta Rajan,Female,40,1986-05-16,Married,Graduate,Banker,Salaried,"Thakkar, Chana and Zacharia",655953,Middle,Gold,Salary,0,0,No,10,Active,2016-07-26
CUST12385,Ojasvi Baral,Female,55,1971-02-08,Single,Post Graduate,IT Professional,Salaried,Baral-Sathe,855067,Middle,Gold,Savings,0,2,Yes,13,Active,2013-07-27
CUST12386,Omya Shan,Female,34,1992-06-29,Married,Post Graduate,Business Owner,Business,Goswami LLC,2233192,Premium,Corporate,Savings,1,0,No,16,Active,2010-07-28
CUST12387,Upkaar Venkatesh,Male,42,1983-09-07,Married,Graduate,Business Owner,Business,Mannan LLC,2630324,Premium,Corporate,Savings,1,3,No,15,Active,2011-07-28
CUST12388,Ekani Brar,Female,28,1997-11-16,Single,Post Graduate,Engineer,Salaried,"Wali, Chahal and Venkatesh",760664,Middle,Gold,Savings,0,1,Yes,10,Active,2016-07-26
CUST12389,Yuvraj Chaudhary,Male,32,1994-05-16,Married,High School,Engineer,Salaried,"Sarin, Bora and Saha",1112344,High,Platinum,Savings,1,1,Yes,14,Inactive,2012-07-27
CUST12390,Nisha Rau,Female,27,1999-03-21,Single,Diploma,Government Employee,Government,Natt and Sons,896342,Middle,Gold,Current,4,5,No,9,Active,2017-07-26
CUST12391,Warinder Bumb,Male,63,1963-05-18,Married,Graduate,Business Owner,Business,Gade-Sehgal,2942986,Premium,Corporate,Salary,0,2,No,6,Active,2020-07-25
CUST12392,Jatin Lanka,Male,47,1978-09-01,Married,Diploma,Self-Employed,Self-Employed,Devan PLC,1653048,High,Platinum,Current,1,3,Yes,15,Active,2011-07-28
CUST12393,Alexander Buch,Male,65,1961-02-20,Married,PhD,Banker,Salaried,Seshadri-Sundaram,1103847,High,Platinum,Salary,4,0,No,8,Inactive,2018-07-26
CUST12394,Ati Khosla,Female,50,1975-10-19,Married,High School,Banker,Salaried,Sen-Choudhury,757297,Middle,Gold,Current,1,0,No,16,Active,2010-07-28
CUST12395,Girish Warrior,Male,66,1959-10-15,Married,Graduate,IT Professional,Salaried,Sandhu-Divan,1169379,High,Platinum,Savings,3,1,Yes,20,Active,2006-07-29
CUST12396,Parth Tata,Male,25,2001-05-14,Single,Post Graduate,Banker,Salaried,Sandal-Mahal,761119,Middle,Gold,Savings,0,3,No,2,Active,2024-07-24
CUST12397,Bhavika Pillai,Female,38,1988-01-22,Married,Graduate,Student,Salaried,Brahmbhatt-Comar,250992,Low,Retail,Savings,0,1,No,20,Active,2006-07-29
CUST12398,Yashawini Mangal,Female,54,1972-01-13,Married,Diploma,Banker,Salaried,Gade LLC,865646,Middle,Gold,Savings,1,5,Yes,24,Active,2002-07-30
CUST12399,Ekansh Brahmbhatt,Male,33,1992-09-22,Married,High School,Government Employee,Government,Chada-Srinivasan,904137,Middle,Gold,Savings,0,1,No,12,Closed,2014-07-27
CUST12400,Girish Comar,Male,35,1991-05-02,Single,Diploma,IT Professional,Salaried,"Oza, Mishra and Kalla",1002067,High,Platinum,Premium,0,0,Yes,2,Active,2024-07-24
CUST12401,Ranbir Kaur,Male,56,1969-11-25,Married,Graduate,Engineer,Salaried,Biswas-Ray,1072092,High,Platinum,Savings,3,5,Yes,8,Active,2018-07-26
CUST12402,Ojasvi Ben,Female,47,1978-10-14,Married,High School,Self-Employed,Self-Employed,Raghavan and Sons,1186677,High,Platinum,Premium,0,0,Yes,23,Inactive,2003-07-30
CUST12403,William Cheema,Male,41,1984-12-26,Married,High School,Banker,Salaried,"Dutt, Palla and Sarkar",1083831,High,Platinum,Salary,0,1,No,14,Active,2012-07-27
CUST12404,Ronith Yogi,Male,38,1988-07-17,Single,Graduate,Student,Salaried,Narain Ltd,225110,Low,Retail,Salary,0,0,No,17,Active,2009-07-28
CUST12405,Jack Shukla,Male,56,1969-10-02,Married,Diploma,Engineer,Salaried,"Pradhan, Biswas and Varty",747684,Middle,Gold,Savings,1,4,No,19,Inactive,2007-07-29
CUST12406,Triveni Munshi,Female,42,1983-08-24,Married,High School,Engineer,Salaried,"Bal, Samra and Tandon",766858,Middle,Gold,Salary,0,5,Yes,21,Closed,2005-07-29
CUST12407,Abdul Seth,Male,40,1985-12-19,Married,High School,Engineer,Salaried,Lal and Sons,929945,Middle,Gold,Savings,1,1,Yes,10,Active,2016-07-26
CUST12408,Chatresh Khatri,Male,53,1973-02-10,Married,Graduate,Teacher,Salaried,Sridhar-Mallick,614671,Middle,Gold,Current,0,5,Yes,9,Active,2017-07-26
CUST12409,Barkha Dube,Female,37,1988-12-24,Married,High School,Government Employee,Government,Maharaj Inc,573162,Middle,Gold,Salary,3,2,Yes,11,Active,2015-07-27
CUST12410,Zashil Chandra,Male,40,1985-09-11,Married,Graduate,Business Owner,Business,Badami Inc,2083713,Premium,Corporate,Premium,2,2,No,8,Active,2018-07-26
CUST12411,Hema Balakrishnan,Female,32,1994-07-24,Married,High School,Engineer,Salaried,Balasubramanian Inc,1095782,High,Platinum,Savings,2,4,Yes,8,Active,2018-07-26
CUST12412,Balendra Dar,Male,59,1966-09-10,Married,Graduate,Retired,Salaried,"Koshy, Shan and Bhatnagar",575024,Middle,Gold,Savings,0,4,No,3,Active,2023-07-25
CUST12413,Chanchal Zacharia,Female,40,1986-01-21,Married,Graduate,IT Professional,Salaried,D’Alia-Dara,931209,Middle,Gold,Savings,3,4,Yes,14,Active,2012-07-27
CUST12414,Faras Sura,Male,47,1979-06-10,Single,Graduate,Self-Employed,Self-Employed,"Bansal, Ahluwalia and Viswanathan",1631040,High,Platinum,Current,1,0,Yes,3,Active,2023-07-25
CUST12415,Mugdha Wason,Female,51,1975-03-28,Married,Graduate,Teacher,Salaried,Sandal-Toor,613618,Middle,Gold,Premium,1,2,No,9,Active,2017-07-26
CUST12416,Liam Chowdhury,Male,67,1959-03-25,Single,Graduate,IT Professional,Salaried,"Sani, Balakrishnan and Kata",1036018,High,Platinum,Premium,4,3,No,20,Active,2006-07-29
CUST12417,Samesh Bhat,Male,28,1997-12-07,Single,Diploma,IT Professional,Salaried,Saran Inc,810339,Middle,Gold,Salary,1,1,No,1,Active,2025-07-24
CUST12418,Balendra Bhatti,Male,23,2003-05-10,Single,Diploma,Student,Salaried,Varughese PLC,166985,Low,Retail,Current,0,4,Yes,5,Active,2021-07-25
CUST12419,Aarav Gera,Male,64,1962-05-13,Married,High School,Teacher,Salaried,Narain LLC,677763,Middle,Gold,Premium,0,3,Yes,19,Active,2007-07-29
CUST12420,Radhika Kale,Female,32,1994-02-20,Married,High School,Engineer,Salaried,Ram-Master,697960,Middle,Gold,Premium,1,1,Yes,8,Active,2018-07-26
CUST12421,Lakshmi Chawla,Female,66,1959-09-12,Single,High School,Banker,Salaried,"Ghose, Bhatia and Sagar",659965,Middle,Gold,Salary,1,3,No,25,Active,2001-07-30
CUST12422,Anay Chaudry,Male,55,1971-01-18,Married,High School,IT Professional,Salaried,Rama Group,859243,Middle,Gold,Savings,0,0,Yes,13,Active,2013-07-27
CUST12423,Chakrika Mand,Female,55,1970-10-11,Married,Post Graduate,Business Owner,Business,Vig LLC,2554128,Premium,Corporate,Salary,3,0,No,17,Inactive,2009-07-28
CUST12424,Ira Sur,Female,46,1980-07-16,Single,Graduate,Engineer,Salaried,Panchal-Hari,749857,Middle,Gold,Savings,3,4,No,18,Active,2008-07-28
CUST12425,Aarush Verma,Male,34,1992-03-28,Married,PhD,IT Professional,Salaried,"Dubey, Bhattacharyya and Muni",1240868,High,Platinum,Salary,0,3,Yes,15,Active,2011-07-28
CUST12426,Chakradev Upadhyay,Male,30,1995-08-26,Single,Graduate,Teacher,Salaried,"Guha, Sastry and Dutta",506458,Middle,Gold,Current,2,4,No,12,Active,2014-07-27
CUST12427,Urishilla Kulkarni,Female,48,1978-01-02,Married,Post Graduate,Business Owner,Business,Mohanty-Murthy,2815102,Premium,Corporate,Savings,1,4,No,11,Inactive,2015-07-27
CUST12428,Janani Halder,Female,59,1967-04-02,Single,Diploma,IT Professional,Salaried,Jha Ltd,1008913,High,Platinum,Salary,0,4,Yes,19,Active,2007-07-29
CUST12429,Riya Prasad,Female,58,1968-05-08,Married,Graduate,Student,Salaried,"Sarkar, Sarkar and Sem",181271,Low,Retail,Current,1,4,Yes,11,Active,2015-07-27
CUST12430,Indali Dugal,Female,68,1957-11-24,Married,Diploma,IT Professional,Salaried,Kapadia LLC,821107,Middle,Gold,Salary,4,2,Yes,4,Active,2022-07-25
CUST12431,Urishilla Puri,Female,48,1978-07-05,Married,Graduate,IT Professional,Salaried,Sood Group,1112092,High,Platinum,Savings,1,4,Yes,22,Active,2004-07-29
CUST12432,Anay Sidhu,Male,43,1982-11-13,Married,High School,IT Professional,Salaried,Walla Inc,917152,Middle,Gold,Premium,1,2,No,4,Closed,2022-07-25
CUST12433,Daksha Pal,Female,62,1963-11-26,Married,Graduate,Government Employee,Government,Banik-Srinivas,897152,Middle,Gold,Salary,4,3,Yes,10,Active,2016-07-26
CUST12434,Henry Golla,Male,63,1963-05-21,Married,Graduate,IT Professional,Salaried,"Murty, Mittal and Tailor",781667,Middle,Gold,Current,0,2,Yes,13,Active,2013-07-27
CUST12435,Falan Goda,Male,28,1997-11-01,Single,Post Graduate,IT Professional,Salaried,Mannan Ltd,1126322,High,Platinum,Current,4,2,Yes,6,Active,2020-07-25
CUST12436,Amol Prabhakar,Male,28,1997-11-26,Single,Diploma,Engineer,Salaried,"Modi, Seth and Suri",922269,Middle,Gold,Savings,2,4,Yes,10,Active,2016-07-26
CUST12437,Saanvi Mahajan,Female,60,1966-05-16,Married,Graduate,Retired,Salaried,Gaba-Bobal,583733,Middle,Gold,Savings,3,5,Yes,20,Inactive,2006-07-29
CUST12438,Aarnav Raghavan,Male,67,1958-11-07,Married,Post Graduate,Government Employee,Government,Chanda-Butala,880098,Middle,Gold,Current,0,2,Yes,1,Active,2025-07-24
CUST12439,Chakradev Chaudhary,Male,45,1981-06-30,Single,Post Graduate,IT Professional,Salaried,Dhingra Group,934988,Middle,Gold,Savings,2,3,Yes,12,Active,2014-07-27
CUST12440,Falan Bala,Male,45,1981-07-01,Married,Post Graduate,IT Professional,Salaried,Dhar PLC,763171,Middle,Gold,Current,0,5,No,7,Active,2019-07-26
CUST12441,Eesha Kuruvilla,Female,54,1972-08-04,Single,Diploma,Business Owner,Business,"Pandey, Chahal and Kala",2767139,Premium,Corporate,Savings,0,3,No,18,Active,2008-07-28
CUST12442,Gagan Hora,Male,39,1987-02-20,Married,PhD,Government Employee,Government,Choudhry and Sons,816576,Middle,Gold,Savings,0,5,Yes,21,Active,2005-07-29
CUST12443,Rushil Prabhakar,Male,39,1987-04-22,Single,Graduate,IT Professional,Salaried,Parikh-Wali,1187489,High,Platinum,Current,0,5,Yes,14,Active,2012-07-27
CUST12444,Siya Char,Female,42,1983-11-11,Married,High School,IT Professional,Salaried,"Chaudhry, Lala and Shere",924959,Middle,Gold,Savings,0,2,Yes,19,Active,2007-07-29
CUST12445,Aarush Patla,Male,50,1976-02-26,Single,Post Graduate,Engineer,Salaried,Kapoor Ltd,953794,Middle,Gold,Savings,0,4,No,1,Active,2025-07-24
CUST12446,Tanay Krish,Male,48,1978-05-14,Single,High School,IT Professional,Salaried,"Divan, Acharya and Bassi",731918,Middle,Gold,Salary,2,4,Yes,14,Closed,2012-07-27
CUST12447,Rushil Kadakia,Male,67,1959-05-01,Married,Graduate,Doctor,Salaried,Rajan Group,1723738,High,Platinum,Premium,3,5,No,8,Inactive,2018-07-26
CUST12448,Balhaar Thaker,Male,28,1998-03-21,Single,High School,Business Owner,Business,"Nagarajan, Ram and Subramaniam",2719701,Premium,Corporate,Premium,1,1,Yes,2,Active,2024-07-24
CUST12449,Falguni Thakur,Female,66,1960-05-06,Single,Post Graduate,Self-Employed,Self-Employed,Narayan-Mall,1132499,High,Platinum,Savings,0,5,No,9,Active,2017-07-26
CUST12450,Tristan Rege,Male,52,1974-05-05,Married,High School,Student,Salaried,"Parsa, Rattan and Devi",243332,Low,Retail,Premium,3,3,No,13,Active,2013-07-27
CUST12451,Chaitaly Vala,Female,27,1999-07-29,Single,Post Graduate,Business Owner,Business,"Kashyap, Ramesh and Wagle",2053156,Premium,Corporate,Savings,0,3,No,9,Active,2017-07-26
CUST12452,Yochana Minhas,Female,48,1977-11-07,Married,High School,Retired,Salaried,Dugar Ltd,586901,Middle,Gold,Savings,0,0,Yes,20,Active,2006-07-29
