Employee_ID,Employee_Name,Gender,Designation,Department,Branch_ID,Experience_Years,Performance_Rating,Salary,Joining_Date,Employment_Status
EMP0504,Luke Peri,Male,Senior Loan Officer,Retail Banking,BR064,23,3.8,1379093,2002-11-27,Active
EMP0505,Jagat Krish,Male,Senior Loan Officer,Retail Banking,BR033,13,4.8,1156947,2012-12-11,Active
EMP0506,Nicholas Gokhale,Male,Relationship Manager,Retail Banking,BR035,13,3.5,1175069,2012-12-17,Active
EMP0507,Azad Biswas,Male,Sales Executive,Sales,BR234,17,3.1,716410,2008-12-05,Active
EMP0508,Nilima Chowdhury,Female,Credit Analyst,Risk,BR239,10,3.3,1116289,2016-06-10,Active
EMP0509,Wridesh Baria,Male,Credit Analyst,Risk,BR141,4,3.1,1124975,2022-03-13,Active
EMP0510,Triveni Subramaniam,Female,Regional Manager,Management,BR197,23,4.0,3441376,2003-02-01,On Leave
EMP0511,Pooja Kulkarni,Female,Regional Manager,Management,BR035,20,4.2,3396308,2005-09-05,Active
EMP0512,Zehaan Ramanathan,Male,Relationship Manager,Retail Banking,BR216,24,4.9,1593590,2001-08-05,Active
EMP0513,Ladli Pillai,Female,Senior Loan Officer,Retail Banking,BR012,3,4.7,1066304,2023-06-25,Active
EMP0514,Hemani Nath,Female,Relationship Manager,Retail Banking,BR052,19,5.0,1320339,2006-08-18,Active
EMP0515,Eiravati Salvi,Female,Loan Officer,Retail Banking,BR186,21,5.0,1114858,2005-01-17,Active
EMP0516,Lipika Dyal,Female,Loan Officer,Retail Banking,BR184,7,2.9,777415,2018-10-19,Active
EMP0517,Harish Puri,Male,Regional Manager,Management,BR210,8,4.6,2530049,2017-12-26,Active
EMP0518,Jack Goyal,Male,Credit Analyst,Risk,BR188,1,4.2,1018854,2025-04-27,Active
EMP0519,Warinder Deol,Male,Loan Officer,Retail Banking,BR218,11,4.1,838362,2015-06-30,Active
EMP0520,Krishna Saini,Male,Credit Analyst,Risk,BR118,20,3.7,1390392,2005-12-05,Active
EMP0521,Rushil Raju,Male,Sales Executive,Sales,BR213,20,3.4,729976,2005-09-02,Active
EMP0522,Arunima Dugar,Female,Regional Manager,Management,BR054,19,3.0,3132408,2006-09-25,Active
EMP0523,Anvi Hari,Female,Credit Analyst,Risk,BR102,18,3.3,1419487,2007-10-11,Active
EMP0524,Pranav Yohannan,Male,Credit Analyst,Risk,BR024,4,3.9,1115968,2022-05-23,Active
EMP0525,Tanmayi Narayan,Female,Loan Officer,Retail Banking,BR148,2,3.3,754773,2024-04-15,Active
EMP0526,Wyatt Garg,Male,Loan Officer,Retail Banking,BR087,17,3.3,1059139,2009-03-01,Active
EMP0527,Bhavna More,Female,Credit Analyst,Risk,BR244,12,2.7,1253079,2014-03-04,Active
EMP0528,Lucky Kapur,Male,Sales Executive,Sales,BR192,24,3.4,833623,2002-03-26,Active
EMP0529,Samar Dhar,Male,Operations Executive,Operations,BR099,4,4.1,628896,2022-05-18,Resigned
EMP0530,Janaki Mandal,Female,Relationship Manager,Retail Banking,BR006,15,3.5,1126499,2010-08-20,Active
EMP0531,Timothy Gill,Male,Relationship Manager,Retail Banking,BR250,15,4.0,1188084,2010-08-22,On Leave
EMP0532,Jeremiah Sura,Male,Sales Executive,Sales,BR154,23,3.1,899758,2003-06-15,Active
EMP0533,Darpan Doshi,Male,Loan Officer,Retail Banking,BR150,17,4.9,908248,2008-11-01,Active
EMP0534,Aditya Madan,Male,Relationship Manager,Retail Banking,BR127,25,4.5,1486390,2000-12-14,Active
EMP0535,Mahika Ratta,Female,Relationship Manager,Retail Banking,BR085,17,2.5,1275135,2009-05-30,Active
EMP0536,Oeshi Kari,Female,Loan Officer,Retail Banking,BR135,25,4.6,1052409,2000-11-09,Active
EMP0537,Warda Iyer,Female,Credit Analyst,Risk,BR053,10,3.4,1301989,2016-01-21,Active
EMP0538,Kai Behl,Male,Relationship Manager,Retail Banking,BR125,3,4.4,1015790,2022-09-27,Active
EMP0539,Azad Amble,Male,Sales Executive,Sales,BR070,23,4.0,865618,2003-03-01,Active
EMP0540,Balveer Agrawal,Male,Relationship Manager,Retail Banking,BR095,1,2.9,889659,2024-12-25,Active
EMP0541,Pahal Sule,Female,Loan Officer,Retail Banking,BR092,7,3.8,724024,2019-07-11,Active
EMP0542,Harrison Rege,Male,Loan Officer,Retail Banking,BR063,5,3.1,775477,2021-04-13,Active
EMP0543,Anamika Sachdeva,Female,Sales Executive,Sales,BR218,7,3.9,550711,2019-01-19,On Leave
EMP0544,Rudra Bhardwaj,Male,Relationship Manager,Retail Banking,BR223,22,2.6,1518347,2004-01-30,Active
EMP0545,Lajita Malhotra,Female,Relationship Manager,Retail Banking,BR025,14,3.1,1292243,2012-04-03,Active
EMP0546,Mohini Krish,Female,Relationship Manager,Retail Banking,BR211,15,2.7,1291521,2010-12-15,Active
EMP0547,Arunima Goda,Female,Operations Executive,Operations,BR062,9,2.5,706051,2016-10-25,Active
EMP0548,Frado Yohannan,Male,Credit Analyst,Risk,BR058,8,4.9,1089620,2018-03-04,Active
EMP0549,Baljiwan Madan,Male,Senior Loan Officer,Retail Banking,BR014,12,3.5,1113834,2014-05-27,On Leave
EMP0550,Amaira Mukherjee,Female,Sales Executive,Sales,BR186,13,5.0,658336,2013-06-25,Active
EMP0551,Viraj Anne,Male,Regional Manager,Management,BR213,8,2.8,2500789,2017-09-19,Active
EMP0552,Azad Patla,Male,Regional Manager,Management,BR066,1,2.8,2099972,2024-09-23,Active
EMP0553,Kevin Konda,Male,Senior Loan Officer,Retail Banking,BR162,15,2.9,1302700,2011-07-14,Active
EMP0554,Sudiksha Morar,Female,Sales Executive,Sales,BR082,6,4.6,628831,2020-04-06,Active
EMP0555,Wridesh Ratti,Male,Loan Officer,Retail Banking,BR071,15,3.7,1034185,2011-03-02,Active
EMP0556,Ladli Bajwa,Female,Operations Executive,Operations,BR142,25,4.8,918541,2000-09-18,Active
EMP0557,Ekavir Karan,Male,Senior Loan Officer,Retail Banking,BR194,18,2.7,1375343,2008-06-17,Active
EMP0558,Rishi Pingle,Male,Credit Analyst,Risk,BR243,13,3.6,1304940,2013-06-29,Active
EMP0559,Rajata Sengupta,Female,Operations Executive,Operations,BR131,22,3.6,833184,2004-05-29,Active
EMP0560,Nimrat Mallick,Female,Relationship Manager,Retail Banking,BR142,4,4.6,972940,2021-12-10,Active
EMP0561,Oeshi Chandra,Female,Sales Executive,Sales,BR140,20,4.0,823398,2005-09-09,Active
EMP0562,Oliver Kala,Male,Loan Officer,Retail Banking,BR018,4,4.6,792569,2021-09-26,Active
EMP0563,Hitesh Batta,Male,Loan Officer,Retail Banking,BR121,12,3.5,960157,2014-04-13,Active
EMP0564,Max Jha,Male,Loan Officer,Retail Banking,BR166,3,4.5,761099,2023-05-08,Active
EMP0565,Prisha Cherian,Female,Loan Officer,Retail Banking,BR072,20,3.0,1139389,2005-11-01,Active
EMP0566,Eshana Pradhan,Female,Loan Officer,Retail Banking,BR055,7,3.1,844608,2018-08-13,Active
EMP0567,Hemani Sankar,Female,Relationship Manager,Retail Banking,BR010,18,4.0,1245451,2007-09-01,Active
EMP0568,Aayush Ratta,Male,Operations Executive,Operations,BR049,19,4.0,818925,2007-06-08,Active
EMP0569,Saksham Chandran,Male,Sales Executive,Sales,BR213,15,3.2,705191,2011-07-28,Active
EMP0570,Harsh Bail,Male,Branch Manager,Management,BR026,8,4.1,1890562,2018-02-11,Active
EMP0571,Oeshi Bhavsar,Female,Loan Officer,Retail Banking,BR171,21,3.5,988764,2005-04-05,Active
EMP0572,Oeshi Sani,Female,Relationship Manager,Retail Banking,BR228,5,4.6,986694,2020-11-02,Active
EMP0573,Imaran Tata,Male,Credit Analyst,Risk,BR032,18,4.5,1491144,2008-03-01,Active
EMP0574,Hemal Mahajan,Female,Sales Executive,Sales,BR121,10,2.6,636540,2015-12-07,Active
EMP0575,Robert Nagy,Male,Credit Analyst,Risk,BR170,22,3.2,1483356,2004-04-21,Active
EMP0576,Pranav Vohra,Male,Senior Loan Officer,Retail Banking,BR121,22,4.0,1531244,2003-11-27,Active
EMP0577,Falak Radhakrishnan,Female,Senior Loan Officer,Retail Banking,BR150,17,4.2,1281629,2009-06-07,On Leave
EMP0578,Jagvi Padmanabhan,Female,Branch Manager,Management,BR096,18,4.4,2175345,2008-02-22,Active
EMP0579,Unnati Thaman,Female,Credit Analyst,Risk,BR130,24,3.9,1586964,2002-05-17,Active
EMP0580,Divya Setty,Female,Branch Manager,Management,BR152,13,3.6,1926317,2013-02-15,Active
EMP0581,Vivaan Saini,Male,Operations Executive,Operations,BR173,14,5.0,778861,2011-09-07,Active
EMP0582,Yamini Karpe,Female,Relationship Manager,Retail Banking,BR249,22,3.9,1283993,2003-11-27,Active
EMP0583,Ansh Varma,Male,Loan Officer,Retail Banking,BR046,20,3.4,970415,2006-05-12,Active
EMP0584,Upkaar Sekhon,Male,Relationship Manager,Retail Banking,BR220,17,3.1,1230143,2008-08-29,Active
EMP0585,Arin Bhagat,Male,Sales Executive,Sales,BR219,15,2.7,766368,2011-05-06,Active
EMP0586,Forum Yadav,Female,Loan Officer,Retail Banking,BR001,4,4.0,798317,2021-10-15,Active
EMP0587,Omya Kunda,Female,Loan Officer,Retail Banking,BR223,20,4.2,1006967,2005-11-08,Active
EMP0588,Girindra Singh,Male,Loan Officer,Retail Banking,BR113,10,3.7,835385,2016-04-11,Active
EMP0589,Ati Date,Female,Branch Manager,Management,BR204,9,3.7,1957599,2016-09-04,On Leave
EMP0590,Christopher Kaur,Male,Loan Officer,Retail Banking,BR112,22,3.9,1043392,2004-03-21,Active
EMP0591,Ekta Contractor,Female,Loan Officer,Retail Banking,BR223,9,4.0,845737,2017-01-12,Resigned
EMP0592,Yashodhara Krishnamurthy,Female,Loan Officer,Retail Banking,BR144,19,2.9,1105074,2006-12-19,Active
EMP0593,Bachittar Goyal,Male,Credit Analyst,Risk,BR014,3,3.4,957486,2022-10-29,Active
EMP0594,Pavani Krishna,Female,Regional Manager,Management,BR006,6,4.8,2391075,2019-12-02,Resigned
EMP0595,Vasana Johal,Female,Relationship Manager,Retail Banking,BR166,2,3.5,896287,2023-09-13,Active
EMP0596,Tanay Hayre,Male,Senior Loan Officer,Retail Banking,BR093,2,4.2,904385,2024-01-16,Active
EMP0597,Logan Khare,Male,Loan Officer,Retail Banking,BR193,14,3.7,867663,2011-11-19,Active
EMP0598,Damyanti Sastry,Female,Loan Officer,Retail Banking,BR085,2,2.7,653361,2024-04-20,Active
EMP0599,Jai Bora,Male,Loan Officer,Retail Banking,BR086,23,4.8,1046450,2003-07-14,Active
EMP0600,Baghyawati Bhatti,Female,Loan Officer,Retail Banking,BR027,17,4.1,932668,2008-09-01,Active
EMP0601,Qadim Gokhale,Male,Relationship Manager,Retail Banking,BR115,18,2.6,1411862,2007-10-01,Active
EMP0602,Osha Bansal,Female,Credit Analyst,Risk,BR051,18,4.1,1446920,2007-10-27,Active
EMP0603,Januja Mani,Female,Operations Executive,Operations,BR022,8,2.5,724689,2018-05-22,Active
EMP0604,Sathvik Gopal,Male,Branch Manager,Management,BR236,9,3.2,2073941,2016-12-17,Active
EMP0605,Amruta Shroff,Female,Loan Officer,Retail Banking,BR104,1,3.7,656024,2025-05-22,Active
EMP0606,Bimala Chakrabarti,Female,Credit Analyst,Risk,BR057,11,2.7,1348751,2015-01-08,Active
EMP0607,Nakul Hegde,Male,Operations Executive,Operations,BR065,10,3.8,664531,2015-10-02,Active
EMP0608,Ranbir Aurora,Male,Loan Officer,Retail Banking,BR109,20,3.8,1084629,2005-10-25,Active
EMP0609,Nisha Mallick,Female,Senior Loan Officer,Retail Banking,BR110,4,3.7,1029100,2022-02-23,On Leave
EMP0610,Jagrati Golla,Female,Relationship Manager,Retail Banking,BR102,12,2.9,1185959,2014-05-28,Active
EMP0611,Frederick Shukla,Male,Credit Analyst,Risk,BR187,5,4.8,1194001,2021-01-18,Active
EMP0612,Eiravati Mall,Female,Credit Analyst,Risk,BR060,2,3.9,1000648,2023-12-07,Active
EMP0613,Kai Padmanabhan,Male,Loan Officer,Retail Banking,BR134,1,4.5,683375,2024-10-29,Active
EMP0614,Mitesh Hayre,Male,Operations Executive,Operations,BR107,10,3.8,728728,2015-12-04,Active
EMP0615,Bhavya Jha,Female,Loan Officer,Retail Banking,BR212,18,3.4,940918,2008-06-16,Active
EMP0616,Mohammed Rege,Male,Senior Loan Officer,Retail Banking,BR039,3,4.2,931593,2022-09-15,Active
EMP0617,Eta Bora,Female,Loan Officer,Retail Banking,BR227,8,2.9,870818,2018-07-23,Active
EMP0618,Unnati Prasad,Female,Loan Officer,Retail Banking,BR197,15,2.7,956569,2011-07-18,Active
EMP0619,Maya Shan,Female,Loan Officer,Retail Banking,BR213,15,3.8,901658,2011-04-13,Active
EMP0620,Zehaan Dasgupta,Male,Senior Loan Officer,Retail Banking,BR168,17,3.6,1299508,2009-03-08,Active
EMP0621,Oscar Varkey,Male,Relationship Manager,Retail Banking,BR168,3,4.5,885639,2023-07-16,Active
EMP0622,Jacob Tailor,Male,Sales Executive,Sales,BR214,12,4.8,703617,2013-09-13,Resigned
EMP0623,Lucky Dasgupta,Male,Operations Executive,Operations,BR170,8,3.7,725264,2018-02-28,Active
EMP0624,Balveer Sha,Male,Loan Officer,Retail Banking,BR169,25,2.6,1155890,2000-10-03,Active
EMP0625,Waida Ram,Female,Loan Officer,Retail Banking,BR134,13,4.3,915853,2013-04-26,Active
EMP0626,Samuel Kannan,Male,Senior Loan Officer,Retail Banking,BR120,12,4.2,1112994,2014-02-02,Active
EMP0627,Azad Peri,Male,Sales Executive,Sales,BR120,18,3.2,782533,2008-03-27,Active
EMP0628,Osha Manda,Female,Relationship Manager,Retail Banking,BR135,9,3.0,1055526,2016-09-02,Active
EMP0629,Lipika Master,Female,Operations Executive,Operations,BR175,5,4.0,652542,2021-03-01,Active
EMP0630,Krisha Aurora,Female,Credit Analyst,Risk,BR103,23,3.1,1750625,2002-08-15,Active
EMP0631,Rachit Deo,Male,Relationship Manager,Retail Banking,BR093,13,3.4,1121501,2013-02-22,Active
EMP0632,Rishi Salvi,Male,Loan Officer,Retail Banking,BR183,3,3.2,748911,2023-03-12,Active
EMP0633,Onkar Chaudry,Male,Sales Executive,Sales,BR239,23,3.7,806124,2003-01-15,Active
EMP0634,Chandran Setty,Male,Senior Loan Officer,Retail Banking,BR160,3,2.6,994070,2023-01-02,Active
EMP0635,Chanchal Patla,Female,Relationship Manager,Retail Banking,BR162,14,2.5,1261269,2012-07-01,Active
EMP0636,Ridhi Balan,Female,Loan Officer,Retail Banking,BR063,20,2.9,1055987,2005-12-12,Active
EMP0637,Alka Dugal,Female,Sales Executive,Sales,BR190,11,3.4,630794,2014-10-27,Active
EMP0638,Balhaar Pathak,Male,Operations Executive,Operations,BR183,21,4.3,895659,2004-08-10,Active
EMP0639,Vincent Tiwari,Male,Branch Manager,Management,BR108,21,2.9,2349154,2005-04-27,Active
EMP0640,Wriddhish Bhat,Male,Loan Officer,Retail Banking,BR173,22,3.8,1134648,2004-05-09,Active
EMP0641,Aishani Rana,Female,Relationship Manager,Retail Banking,BR201,5,4.2,910959,2020-12-14,Active
EMP0642,Jyoti Choudhary,Female,Loan Officer,Retail Banking,BR212,1,4.2,607252,2025-04-17,Resigned
EMP0643,Bhavna Shere,Female,Senior Loan Officer,Retail Banking,BR112,5,4.3,1025794,2021-03-13,Active
EMP0644,Janani Vasa,Female,Branch Manager,Management,BR114,16,2.8,2414689,2009-12-07,Resigned
EMP0645,Yuvraj Pingle,Male,Relationship Manager,Retail Banking,BR083,19,2.8,1404684,2006-11-26,Active
EMP0646,Yasti Rana,Female,Senior Loan Officer,Retail Banking,BR016,10,3.3,1162382,2016-01-21,Active
EMP0647,Chakrika Aggarwal,Female,Regional Manager,Management,BR206,10,3.9,3112244,2015-10-24,Active
EMP0648,Jonathan Som,Male,Senior Loan Officer,Retail Banking,BR116,20,4.1,1324009,2006-02-04,Active
EMP0649,Tarak Sidhu,Male,Operations Executive,Operations,BR181,16,3.6,818251,2010-06-30,Active
EMP0650,Abhiram Prabhakar,Male,Regional Manager,Management,BR248,25,4.0,4030169,2000-11-11,Active
EMP0651,Amaira Chopra,Female,Loan Officer,Retail Banking,BR070,25,3.6,1180638,2001-05-05,Active
EMP0652,Samuel Wason,Male,Sales Executive,Sales,BR012,17,4.0,748358,2008-08-25,On Leave
EMP0653,Charvi Mitra,Female,Loan Officer,Retail Banking,BR234,2,3.5,644768,2024-04-14,Active
EMP0654,Bahadurjit Khanna,Male,Operations Executive,Operations,BR122,23,4.6,957595,2003-04-29,Resigned
EMP0655,Chaitanya Upadhyay,Male,Sales Executive,Sales,BR127,6,3.6,550566,2020-03-11,Active
EMP0656,Manan Pandit,Male,Loan Officer,Retail Banking,BR109,21,2.6,998379,2004-08-22,On Leave
EMP0657,Jatin Sachdev,Male,Sales Executive,Sales,BR190,21,3.9,890591,2004-08-05,Active
EMP0658,Avi Kalla,Male,Loan Officer,Retail Banking,BR047,3,4.4,722728,2023-05-27,Active
EMP0659,Frederick Cheema,Male,Relationship Manager,Retail Banking,BR094,22,4.1,1449556,2004-06-21,Active
EMP0660,Ekapad Chawla,Male,Branch Manager,Management,BR180,13,3.5,2232053,2012-09-08,Active
EMP0661,Ekbal Vohra,Male,Operations Executive,Operations,BR003,13,4.3,719680,2012-11-23,Active
EMP0662,Tanvi Dani,Female,Regional Manager,Management,BR196,2,4.3,2273831,2024-04-01,Active
EMP0663,Abdul Karnik,Male,Relationship Manager,Retail Banking,BR209,3,4.9,1002218,2022-10-09,Active
EMP0664,Dayamai Puri,Female,Senior Loan Officer,Retail Banking,BR202,1,3.7,916998,2024-09-01,Active
EMP0665,Nandini Wali,Female,Sales Executive,Sales,BR198,9,3.6,634399,2017-01-30,Active
EMP0666,Tanmayi Choudhary,Female,Branch Manager,Management,BR044,22,3.9,2601599,2004-04-08,Resigned
EMP0667,Netra Batra,Female,Regional Manager,Management,BR142,9,4.9,3026139,2017-03-01,Active
EMP0668,Sathvik Mistry,Male,Sales Executive,Sales,BR166,22,4.4,885828,2004-06-27,Active
EMP0669,Jalsa Lal,Female,Relationship Manager,Retail Banking,BR092,16,4.6,1183668,2010-07-21,Active
EMP0670,Shaurya Narasimhan,Male,Loan Officer,Retail Banking,BR019,21,4.0,1081622,2004-10-25,Active
EMP0671,Ishani Devi,Female,Senior Loan Officer,Retail Banking,BR124,10,2.8,1183123,2015-10-08,Active
EMP0672,Shravya Mistry,Female,Senior Loan Officer,Retail Banking,BR067,22,5.0,1402185,2003-12-20,Active
EMP0673,Kai Kannan,Male,Sales Executive,Sales,BR157,17,4.3,800210,2008-10-30,On Leave
EMP0674,Chaman Sanghvi,Female,Operations Executive,Operations,BR033,12,2.5,725877,2014-05-18,Resigned
EMP0675,Rehaan Parmer,Male,Credit Analyst,Risk,BR126,13,4.4,1328654,2012-10-28,Active
EMP0676,Osha Seshadri,Female,Regional Manager,Management,BR148,8,2.8,2930886,2018-02-24,Active
EMP0677,Arya Mukhopadhyay,Female,Loan Officer,Retail Banking,BR077,25,3.0,1216500,2001-06-19,Active
EMP0678,Gautami Wable,Female,Relationship Manager,Retail Banking,BR021,11,2.7,1157071,2014-09-08,Active
EMP0679,Ojasvi Ratta,Female,Operations Executive,Operations,BR075,21,4.8,902000,2005-06-13,Active
EMP0680,Chandran Prabhu,Male,Operations Executive,Operations,BR037,21,3.7,962176,2004-09-27,Active
EMP0681,Nirja Parsa,Female,Loan Officer,Retail Banking,BR195,10,4.3,864570,2016-01-04,Active
EMP0682,Ishwar Venkatesh,Male,Relationship Manager,Retail Banking,BR056,14,3.0,1229930,2011-10-02,Active
EMP0683,Aarna Prakash,Female,Operations Executive,Operations,BR123,18,4.2,825306,2007-09-25,Active
EMP0684,Charles Amble,Male,Relationship Manager,Retail Banking,BR113,21,3.4,1505248,2004-09-15,Active
EMP0685,Krishna Pau,Female,Relationship Manager,Retail Banking,BR102,24,3.8,1336205,2002-05-21,Active
EMP0686,Matthew Kadakia,Male,Loan Officer,Retail Banking,BR124,25,3.3,1183613,2001-07-04,Active
EMP0687,Nisha Gour,Female,Relationship Manager,Retail Banking,BR165,13,3.2,1211725,2013-06-09,On Leave
EMP0688,Daniel Varty,Male,Credit Analyst,Risk,BR048,3,4.1,969584,2022-09-15,Active
EMP0689,Avni Chander,Female,Branch Manager,Management,BR062,5,3.9,1553034,2021-04-18,Active
EMP0690,Jonathan Madan,Male,Sales Executive,Sales,BR175,23,4.6,796435,2003-02-22,Active
EMP0691,Ridhi Ratti,Female,Senior Loan Officer,Retail Banking,BR015,8,3.5,1112740,2018-03-18,Active
EMP0692,Mekhala Chatterjee,Female,Relationship Manager,Retail Banking,BR160,5,4.9,908359,2020-11-10,Active
EMP0693,Sneha Kar,Female,Loan Officer,Retail Banking,BR123,12,3.0,931614,2014-03-25,Active
EMP0694,Omya Bali,Female,Branch Manager,Management,BR128,11,3.1,2164275,2015-04-16,Resigned
EMP0695,Falguni Dugal,Female,Loan Officer,Retail Banking,BR190,25,3.4,1049528,2001-05-19,Active
EMP0696,Lohit Bhandari,Male,Operations Executive,Operations,BR123,14,2.8,815063,2012-03-21,Active
EMP0697,Arjun Rana,Male,Senior Loan Officer,Retail Banking,BR177,4,4.3,1046825,2022-07-20,Active
EMP0698,Ekantika Oak,Female,Senior Loan Officer,Retail Banking,BR148,17,3.3,1274769,2008-11-14,Active
EMP0699,Jagvi Ahluwalia,Female,Branch Manager,Management,BR128,1,3.3,1445213,2025-01-03,Active
EMP0700,Ubika Nayak,Female,Loan Officer,Retail Banking,BR158,23,3.5,1060848,2002-10-26,Active
EMP0701,Gabriel Chacko,Male,Senior Loan Officer,Retail Banking,BR067,17,3.2,1411085,2008-12-18,Active
EMP0702,Ekiya Purohit,Female,Operations Executive,Operations,BR210,3,5.0,544012,2023-01-13,Active
EMP0703,Tejas Dalal,Male,Senior Loan Officer,Retail Banking,BR237,6,4.3,1080455,2019-08-24,Active
EMP0704,Nathaniel Bora,Male,Regional Manager,Management,BR076,10,2.8,2588950,2015-11-20,Active
EMP0705,Rachana Chowdhury,Female,Sales Executive,Sales,BR079,6,4.9,542062,2019-09-09,Active
EMP0706,Sneha Mukherjee,Female,Loan Officer,Retail Banking,BR083,6,3.2,794541,2019-09-17,Active
EMP0707,Hitesh Chatterjee,Male,Relationship Manager,Retail Banking,BR009,22,3.7,1329772,2003-11-10,Resigned
EMP0708,Ojasvi Yadav,Female,Relationship Manager,Retail Banking,BR199,22,4.5,1276579,2003-10-31,Active
EMP0709,Diya Dubey,Female,Relationship Manager,Retail Banking,BR241,17,2.7,1176248,2008-09-04,Resigned
EMP0710,Warinder Reddy,Male,Senior Loan Officer,Retail Banking,BR169,15,2.6,1236839,2011-02-27,Active
EMP0711,Tarak Purohit,Male,Relationship Manager,Retail Banking,BR016,11,4.3,1038091,2015-06-11,Active
EMP0712,Yachana Tak,Female,Sales Executive,Sales,BR018,19,2.9,718127,2006-09-02,Resigned
EMP0713,Rishi Vaidya,Male,Senior Loan Officer,Retail Banking,BR219,23,3.4,1626570,2002-09-27,Active
EMP0714,Charles Ganesan,Male,Regional Manager,Management,BR246,5,3.1,2384151,2020-10-12,Active
EMP0715,Isha Aurora,Female,Branch Manager,Management,BR059,14,4.7,1970827,2012-03-12,Active
EMP0716,Finn Palla,Male,Relationship Manager,Retail Banking,BR104,23,4.3,1326583,2002-09-16,Active
EMP0717,Rishi Sethi,Male,Relationship Manager,Retail Banking,BR086,15,3.8,1219426,2011-01-05,Active
EMP0718,Praneel Divan,Male,Loan Officer,Retail Banking,BR108,12,2.6,800686,2014-01-30,Active
EMP0719,Siya Narang,Female,Branch Manager,Management,BR213,8,3.7,1890338,2018-03-18,Active
EMP0720,Wishi Kaur,Female,Relationship Manager,Retail Banking,BR087,15,3.0,1135967,2011-07-14,Active
EMP0721,Pushti Roy,Female,Senior Loan Officer,Retail Banking,BR047,2,3.0,1021807,2023-08-12,Active
EMP0722,Kabir Bhatt,Male,Credit Analyst,Risk,BR146,1,2.8,917401,2025-02-14,Active
EMP0723,Ranbir Kohli,Male,Operations Executive,Operations,BR047,3,2.5,542827,2023-02-03,Active
EMP0724,Tarak Bhattacharyya,Male,Loan Officer,Retail Banking,BR106,20,2.8,1117743,2006-04-13,Active
EMP0725,Samuel Wali,Male,Branch Manager,Management,BR193,11,2.8,1970885,2015-04-06,Active
EMP0726,Rishi Sur,Male,Credit Analyst,Risk,BR163,24,4.4,1492539,2001-10-06,Active
EMP0727,Jack Grewal,Male,Loan Officer,Retail Banking,BR210,4,3.7,780820,2021-09-06,Active
EMP0728,Michael Tella,Male,Regional Manager,Management,BR246,20,2.7,3795965,2005-08-27,Resigned
EMP0729,Anika Pandey,Female,Credit Analyst,Risk,BR198,1,5.0,1013996,2025-02-13,Active
EMP0730,Wishi Nath,Female,Loan Officer,Retail Banking,BR101,17,4.8,1022221,2009-07-27,Active
EMP0731,Faqid Sekhon,Male,Relationship Manager,Retail Banking,BR163,12,4.3,1209458,2014-01-03,Active
EMP0732,Nidhi Chaudhari,Female,Operations Executive,Operations,BR229,16,2.8,891094,2010-02-28,Active
EMP0733,Garima Kamdar,Female,Regional Manager,Management,BR087,20,2.8,3433377,2005-10-18,Active
EMP0734,Pooja Dara,Female,Loan Officer,Retail Banking,BR140,9,4.2,830546,2017-03-14,Resigned
EMP0735,Ikshita Ganguly,Female,Operations Executive,Operations,BR128,7,2.8,716396,2019-01-25,Active
EMP0736,Omaja Patla,Female,Credit Analyst,Risk,BR146,12,4.5,1365041,2014-06-23,Active
EMP0737,Mohini Lanka,Female,Loan Officer,Retail Banking,BR183,1,2.7,642446,2025-03-12,Active
EMP0738,Kritika Parmar,Female,Regional Manager,Management,BR119,3,2.8,2367505,2023-01-12,Active
EMP0739,Harini Yogi,Female,Branch Manager,Management,BR165,16,3.0,2179197,2010-03-01,Active
EMP0740,Manan Mangat,Male,Sales Executive,Sales,BR186,11,4.3,696541,2015-06-11,Active
EMP0741,Ekaja Lala,Female,Operations Executive,Operations,BR012,5,3.4,600042,2021-06-14,Active
EMP0742,Bishakha Mahajan,Female,Loan Officer,Retail Banking,BR114,3,4.1,698574,2023-05-06,Active
EMP0743,Meghana Mall,Female,Branch Manager,Management,BR233,16,2.9,2107778,2010-03-16,Active
EMP0744,Robert Dutta,Male,Loan Officer,Retail Banking,BR076,11,4.5,792680,2014-07-28,Active
EMP0745,Chaitanya Gaba,Male,Loan Officer,Retail Banking,BR091,2,4.3,667431,2024-03-21,Active
EMP0746,Michael Bhagat,Male,Loan Officer,Retail Banking,BR166,6,3.9,784093,2019-12-01,Active
EMP0747,Radhika Kaur,Female,Operations Executive,Operations,BR026,18,4.1,801611,2008-06-06,Active
EMP0748,Varsha Prabhakar,Female,Operations Executive,Operations,BR069,19,4.0,903747,2006-08-07,Active
EMP0749,Hritik Tiwari,Male,Regional Manager,Management,BR228,20,4.1,3611501,2006-02-04,Active
EMP0750,Priya Kata,Female,Relationship Manager,Retail Banking,BR067,20,4.1,1402270,2005-09-10,On Leave
EMP0751,Christopher Bora,Male,Relationship Manager,Retail Banking,BR167,17,2.7,1250083,2008-12-01,Active
EMP0752,Aarav Chaudry,Male,Sales Executive,Sales,BR154,5,4.5,551210,2021-01-19,Resigned
EMP0753,Gunbir Pillai,Male,Relationship Manager,Retail Banking,BR143,12,2.6,1160986,2014-03-07,Resigned
EMP0754,Peter Dhaliwal,Male,Loan Officer,Retail Banking,BR235,20,3.4,988426,2006-03-02,Active
EMP0755,Bhavna Dhaliwal,Female,Relationship Manager,Retail Banking,BR172,4,4.7,951467,2021-09-22,Active
